institución,localidad,carrera,activa_inactiva,codigo_actual,nuevo_codigo
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN GUAYANA,ADMINISTRACIÓN INDUSTRIAL (TÉCNICA),activa,1809,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN GUAYANA,ADMINISTRACIÓN TRIBUTARIA,activa,1811,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN GUAYANA,ADMINISTRACIÓN Y PLANIFICACIÓN DE EMPRESAS AGROPECUARIAS,inactiva,1807,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN GUAYANA,CIENCIAS AUDIOVISUALES Y FOTOGRAFÍA,activa,1814,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN GUAYANA,DISEÑO GRÁFICO (TÉCNICA),activa,1804,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN GUAYANA,EDUCACIÓN PREESCOLAR (TÉCNICA),inactiva,1808,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN GUAYANA,GERENCIA DEL AMBIENTE,inactiva,1816,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN GUAYANA,INFORMÁTICA (TÉCNICA),activa,1801,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN GUAYANA,METALURGIA Y CIENCIAS DE LOS MATERIALES,inactiva,1800,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN GUAYANA,PUBLICIDAD Y MERCADEO (TÉCNICA),activa,1812,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN GUAYANA,QUÍMICA INDUSTRIAL,activa,1802,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN GUAYANA,RELACIONES INDUSTRIALES (TÉCNICA),activa,1813,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN GUAYANA,TECNOLOGÍA AMBIENTAL,inactiva,1806,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN LITORAL,ADMINISTRACIÓN BANCARIA Y FINANCIERA (TÉCNICA),activa,1865,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN LITORAL,ADMINISTRACIÓN INDUSTRIAL (TÉCNICA),activa,1894,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN LITORAL,ADMINISTRACIÓN TRIBUTARIA,activa,1885,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN LITORAL,CONTABILIDAD COMPUTARIZADA,inactiva,1895,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN LITORAL,EDUCACIÓN PREESCOLAR (TÉCNICA),activa,1893,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN LITORAL,INFORMÁTICA (TÉCNICA),activa,1521,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN LITORAL,PUBLICIDAD Y MERCADEO (TÉCNICA),activa,1897,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN LITORAL,RELACIONES INDUSTRIALES (TÉCNICA),activa,1898,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN LITORAL,TURISMO MENCIÓN HOTELERÍA (TÉCNICA),activa,1896,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN MATURÍN,ADMINISTRACIÓN BANCARIA Y FINANCIERA (TÉCNICA),activa,1834,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN MATURÍN,ADMINISTRACIÓN DE EMPRESAS AGROPECUARIAS (TÉCNICA),inactiva,1831,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN MATURÍN,ADMINISTRACIÓN INDUSTRIAL (TÉCNICA),activa,1833,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN MATURÍN,ADMINISTRACIÓN TRIBUTARIA,activa,1835,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN MATURÍN,CONTABILIDAD COMPUTARIZADA,inactiva,280,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN MATURÍN,DISEÑO GRÁFICO (TÉCNICA),activa,1829,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN MATURÍN,EDUCACIÓN PREESCOLAR (TÉCNICA),activa,1832,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN MATURÍN,GERENCIA DEL AMBIENTE,inactiva,1841,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN MATURÍN,INFORMÁTICA (TÉCNICA),activa,336,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN MATURÍN,METALURGIA Y CIENCIAS DE LOS MATERIALES,inactiva,1840,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN MATURÍN,PUBLICIDAD Y MERCADEO (TÉCNICA),activa,1838,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN MATURÍN,QUÍMICA INDUSTRIAL,activa,1828,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN MATURÍN,RELACIONES INDUSTRIALES (TÉCNICA),activa,1839,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN MATURÍN,TECNOLOGÍA AMBIENTAL,activa,1830,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN MATURÍN,TURISMO MENCIÓN HOTELERÍA (TÉCNICA),activa,1837,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN PORLAMAR,ADMINISTRACIÓN BANCARIA Y FINANCIERA (TÉCNICA),activa,1824,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN PORLAMAR,ADMINISTRACIÓN INDUSTRIAL (TÉCNICA),activa,1822,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN PORLAMAR,ADMINISTRACIÓN TRIBUTARIA,activa,1825,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN PORLAMAR,ADMINISTRACIÓN: CONTABILIDAD DE COSTOS,inactiva,1775,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN PORLAMAR,CIENCIAS AUDIOVISUALES Y FOTOGRAFÍA,activa,1805,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN PORLAMAR,CONTABILIDAD COMPUTARIZADA,activa,1823,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN PORLAMAR,DISEÑO GRÁFICO (TÉCNICA),activa,1819,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN PORLAMAR,EDUCACIÓN PREESCOLAR (TÉCNICA),activa,1821,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN PORLAMAR,INFORMÁTICA (TÉCNICA),activa,1820,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN PORLAMAR,PUBLICIDAD Y MERCADEO (TÉCNICA),activa,1827,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN PORLAMAR,RELACIONES INDUSTRIALES (TÉCNICA),activa,1817,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN PORLAMAR,TURISMO MENCIÓN HOTELERÍA (TÉCNICA),activa,1826,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN PUNTO FIJO,ADMINISTRACIÓN BANCARIA Y FINANCIERA (TÉCNICA),activa,1875,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN PUNTO FIJO,ADMINISTRACIÓN INDUSTRIAL (TÉCNICA),activa,1873,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN PUNTO FIJO,ADMINISTRACIÓN TRIBUTARIA,activa,1876,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN PUNTO FIJO,CONTABILIDAD COMPUTARIZADA,activa,1874,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN PUNTO FIJO,DISEÑO GRÁFICO (TÉCNICA),activa,1869,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN PUNTO FIJO,EDUCACIÓN PREESCOLAR (TÉCNICA),activa,1871,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN PUNTO FIJO,GERENCIA DEL AMBIENTE,inactiva,1879,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN PUNTO FIJO,INFORMÁTICA (TÉCNICA),activa,352,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN PUNTO FIJO,PUBLICIDAD Y MERCADEO (TÉCNICA),activa,1878,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN PUNTO FIJO,QUÍMICA INDUSTRIAL,activa,1868,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN PUNTO FIJO,RELACIONES INDUSTRIALES (TÉCNICA),activa,1872,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN PUNTO FIJO,TECNOLOGÍA AMBIENTAL,activa,1870,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN PUNTO FIJO,TURISMO MENCIÓN HOTELERÍA (TÉCNICA),activa,1877,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN SAN FRANCISCO,ADMINISTRACIÓN TRIBUTARIA,inactiva,1584,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN SAN FRANCISCO,PUBLICIDAD Y MERCADEO (TÉCNICA),inactiva,1585,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN SAN FRANCISCO,QUÍMICA INDUSTRIAL,inactiva,1552,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN SAN FRANCISCO,TECNOLOGÍA AMBIENTAL,inactiva,1586,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN VALERA,ADMINISTRACIÓN INDUSTRIAL (TÉCNICA),activa,1863,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN VALERA,ADMINISTRACIÓN TRIBUTARIA,activa,1864,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN VALERA,DISEÑO GRÁFICO (TÉCNICA),activa,1861,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN VALERA,EDUCACIÓN PREESCOLAR (TÉCNICA),activa,1862,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN VALERA,INFORMÁTICA (TÉCNICA),activa,339,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN VALERA,RELACIONES INDUSTRIALES (TÉCNICA),activa,1867,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,EXTENSIÓN VALERA,TURISMO MENCIÓN HOTELERÍA (TÉCNICA),activa,1866,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JACINTO NAVARRO VALLENILLA,CARÚPANO,ADMINISTRACIÓN TRIBUTARIA,inactiva,2843,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JACINTO NAVARRO VALLENILLA,CARÚPANO,ADMINISTRACIÓN: CONTADURÍA,inactiva,2842,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JACINTO NAVARRO VALLENILLA,CARÚPANO,CONTADURÍA (TÉCNICA),inactiva,2847,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JACINTO NAVARRO VALLENILLA,CARÚPANO,HOTELERÍA (TÉCNICA),inactiva,2845,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JACINTO NAVARRO VALLENILLA,CARÚPANO,INFORMÁTICA (TÉCNICA),inactiva,2837,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JACINTO NAVARRO VALLENILLA,CARÚPANO,MERCADEO (TÉCNICA),inactiva,2846,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JACINTO NAVARRO VALLENILLA,CARÚPANO,MERCADEO MENCIÓN COMERCIO EXTERIOR,inactiva,2848,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JACINTO NAVARRO VALLENILLA,CARÚPANO,MERCADEO MENCIÓN PUBLICIDAD,inactiva,2853,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JACINTO NAVARRO VALLENILLA,CARÚPANO,PNF EN ADMINISTRACIÓN,inactiva,2866,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JACINTO NAVARRO VALLENILLA,CARÚPANO,PNF EN AGROALIMENTACIÓN,inactiva,2859,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JACINTO NAVARRO VALLENILLA,CARÚPANO,PNF EN INFORMÁTICA,inactiva,2862,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JACINTO NAVARRO VALLENILLA,CARÚPANO,PNF EN INGENIERÍA DE MANTENIMIENTO,inactiva,2863,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JACINTO NAVARRO VALLENILLA,CARÚPANO,PNF EN MECÁNICA,inactiva,2864,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JACINTO NAVARRO VALLENILLA,CARÚPANO,PNF EN TURISMO,inactiva,2867,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JACINTO NAVARRO VALLENILLA,CARÚPANO,PROCESAMIENTO DE PRODUCTOS PESQUEROS,inactiva,2849,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JACINTO NAVARRO VALLENILLA,CARÚPANO,PROCESAMIENTO Y CONTROL DE ALIMENTOS,inactiva,2840,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JACINTO NAVARRO VALLENILLA,CARÚPANO,TECNOLOGÍA AGROPECUARIA,inactiva,2839,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JACINTO NAVARRO VALLENILLA,CARÚPANO,TECNOLOGÍA DE ALIMENTOS (TÉCNICA),inactiva,2850,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JACINTO NAVARRO VALLENILLA,CARÚPANO,TECNOLOGÍA DE ALIMENTOS MENCIÓN PROCESAMIENTO DE PRODUCTOS PESQUEROS,inactiva,2852,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JACINTO NAVARRO VALLENILLA,CARÚPANO,TECNOLOGÍA DE ALIMENTOS MENCIÓN PROCESAMIENTO Y CONTROL DE CALIDAD DE LOS ALIMENTOS,inactiva,2851,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JACINTO NAVARRO VALLENILLA,CARÚPANO,TECNOLOGÍA NAVAL MENCIÓN CONSTRUCCIÓN NAVAL,inactiva,2838,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JACINTO NAVARRO VALLENILLA,CARÚPANO,TECNOLOGÍA NAVAL MENCIÓN MECÁNICA Y MANTENIMIENTO NAVAL,inactiva,2854,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JACINTO NAVARRO VALLENILLA,CARÚPANO,TECNOLOGÍA PESQUERA,inactiva,2841,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JACINTO NAVARRO VALLENILLA,CARÚPANO,TURISMO MENCIÓN HOTELERÍA (TÉCNICA),inactiva,2844,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JOSÉ LEONARDO CHIRINO,PUNTO FIJO,ADMINISTRACIÓN (TÉCNICA),inactiva,4780,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JOSÉ LEONARDO CHIRINO,PUNTO FIJO,ADMINISTRACIÓN DE EMPRESAS PETROLERAS,activa,4789,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JOSÉ LEONARDO CHIRINO,PUNTO FIJO,ADMINISTRACIÓN MENCIÓN ADUANAS,activa,4790,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JOSÉ LEONARDO CHIRINO,PUNTO FIJO,ADMINISTRACIÓN MENCIÓN BANCA Y FINANZAS (TÉCNICA),activa,4788,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JOSÉ LEONARDO CHIRINO,PUNTO FIJO,ADMINISTRACIÓN Y BIENES COMERCIALES,inactiva,4787,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JOSÉ LEONARDO CHIRINO,PUNTO FIJO,CONTROLES AUTOMÁTICOS,activa,4783,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JOSÉ LEONARDO CHIRINO,PUNTO FIJO,HIGIENE Y SEGURIDAD INDUSTRIAL,activa,4784,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JOSÉ LEONARDO CHIRINO,PUNTO FIJO,INFORMÁTICA (TÉCNICA),activa,4781,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JOSÉ LEONARDO CHIRINO,PUNTO FIJO,MANTENIMIENTO DE EQUIPOS ELÉCTRICOS Y MECÁNICOS,activa,4782,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JOSÉ LEONARDO CHIRINO,PUNTO FIJO,MECÁNICA TÉRMICA,activa,4786,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JOSÉ LEONARDO CHIRINO,PUNTO FIJO,TURISMO MENCIÓN HOTELERÍA (TÉCNICA),activa,4792,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JOSÉ LEONARDO CHIRINO,PUNTO FIJO,TURISMO MENCIÓN SERVICIOS TURÍSTICOS (TÉCNICA),activa,4791,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JOSÉ MARÍA CARREÑO,CÚA,ADMINISTRACIÓN DE EMPRESAS (TÉCNICA),activa,1587,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JOSÉ MARÍA CARREÑO,CÚA,ADMINISTRACIÓN DE PERSONAL (TÉCNICA),activa,1588,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JOSÉ MARÍA CARREÑO,CÚA,INFORMÁTICA (TÉCNICA),activa,1577,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JOSÉ MARÍA CARREÑO,CÚA,PUBLICIDAD Y MERCADEO (TÉCNICA),activa,87,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,AMPLIACIÓN CABIMAS,ADMINISTRACIÓN DE EMPRESAS (TÉCNICA),activa,2282,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,AMPLIACIÓN CABIMAS,ADMINISTRACIÓN MENCIÓN CONTABILIDAD Y FINANZAS,activa,2281,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,AMPLIACIÓN CABIMAS,ADMINISTRACIÓN Y GESTIÓN DE INDUSTRIAS ENERGÉTICAS,activa,2283,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,AMPLIACIÓN CABIMAS,COMERCIO EXTERIOR (TÉCNICA),inactiva,2277,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,AMPLIACIÓN CABIMAS,ELECTRÓNICA,activa,2287,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,AMPLIACIÓN CABIMAS,ELECTRÓNICA INDUSTRIAL,inactiva,2278,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,AMPLIACIÓN CABIMAS,ENFERMERÍA (TÉCNICA),activa,2280,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,AMPLIACIÓN CABIMAS,INFORMÁTICA (TÉCNICA),activa,2286,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,AMPLIACIÓN CABIMAS,PREESCOLAR (TÉCNICA),activa,2284,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,AMPLIACIÓN CABIMAS,PRODUCCIÓN INDUSTRIAL (TÉCNICA),activa,2279,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,AMPLIACIÓN CABIMAS,TURISMO MENCIÓN HOTELERÍA (TÉCNICA),inactiva,2285,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,AMPLIACIÓN PUERTO CABELLO,ADMINISTRACIÓN DE EMPRESAS (TÉCNICA),activa,5228,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,AMPLIACIÓN PUERTO CABELLO,ADMINISTRACIÓN MENCIÓN CONTABILIDAD Y FINANZAS,activa,5229,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,AMPLIACIÓN PUERTO CABELLO,EDUCACIÓN PREESCOLAR (TÉCNICA),inactiva,5226,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,AMPLIACIÓN PUERTO CABELLO,ELECTRÓNICA,activa,5231,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,AMPLIACIÓN PUERTO CABELLO,ELECTRÓNICA INDUSTRIAL,inactiva,5222,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,AMPLIACIÓN PUERTO CABELLO,ENFERMERÍA (TÉCNICA),activa,5225,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,AMPLIACIÓN PUERTO CABELLO,INFORMÁTICA (TÉCNICA),activa,5221,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,AMPLIACIÓN PUERTO CABELLO,PREESCOLAR (TÉCNICA),activa,5230,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,AMPLIACIÓN PUERTO CABELLO,PRODUCCIÓN INDUSTRIAL (TÉCNICA),activa,5224,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,AMPLIACIÓN SAN FRANCISCO,ADMINISTRACIÓN DE EMPRESAS (TÉCNICA),activa,1689,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,AMPLIACIÓN SAN FRANCISCO,ADMINISTRACIÓN MENCIÓN CONTABILIDAD Y FINANZAS,activa,1688,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,AMPLIACIÓN SAN FRANCISCO,ADMINISTRACIÓN Y GESTIÓN DE INDUSTRIAS ENERGÉTICAS,activa,1696,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,AMPLIACIÓN SAN FRANCISCO,COMERCIO EXTERIOR (TÉCNICA),activa,1693,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,AMPLIACIÓN SAN FRANCISCO,ELECTRÓNICA,activa,1692,
INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JUAN PABLO PÉREZ ALFONZO,AMPLIACIÓN SAN FRANCISCO,ELECTRÓNICA INDUSTRIAL,inactiva,1690,
