institución,localidad,carrera,activa_inactiva,codigo_actual,nuevo_codigo
UNIVERSIDAD NACIONAL ABIERTA,CARACAS,EDUCACIÓN. ESPECIALIDAD: EDUCACIÓN ESPECIAL EN DIFICULTADES DEL APRENDIZAJE,activa,4353,
UNIVERSIDAD NACIONAL ABIERTA,CARACAS,INGENIERÍA DE SISTEMAS,activa,4345,
UNIVERSIDAD NACIONAL ABIERTA,CARACAS,INGENIERÍA INDUSTRIAL,activa,4346,
UNIVERSIDAD NACIONAL ABIERTA,CARACAS,MATEMÁTICA,activa,4344,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL ANZOÁTEGUI,ADMINISTRACIÓN DE EMPRESAS,activa,3165,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL ANZOÁTEGUI,ADMINISTRACIÓN DE EMPRESAS: RIESGOS Y SEGUROS,activa,3166,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL ANZOÁTEGUI,CONTADURÍA PÚBLICA,activa,3164,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL ANZOÁTEGUI,EDUCACIÓN INTEGRAL,activa,3168,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL ANZOÁTEGUI,EDUCACIÓN INTEGRAL (TÉCNICA),activa,3163,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL ANZOÁTEGUI,EDUCACIÓN MENCIÓN MATEMÁTICA,activa,3161,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL ANZOÁTEGUI,EDUCACIÓN PREESCOLAR,activa,3162,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL ANZOÁTEGUI,EDUCACIÓN. ESPECIALIDAD: EDUCACIÓN ESPECIAL EN DIFICULTADES DEL APRENDIZAJE,activa,3167,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL ANZOÁTEGUI,INGENIERÍA DE SISTEMAS,activa,3159,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL ANZOÁTEGUI,INGENIERÍA INDUSTRIAL,activa,3160,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL ANZOÁTEGUI,MATEMÁTICA,activa,3158,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL APURE,ADMINISTRACIÓN DE EMPRESAS,activa,4666,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL APURE,ADMINISTRACIÓN DE EMPRESAS: RIESGOS Y SEGUROS,activa,4667,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL APURE,CONTADURÍA PÚBLICA,activa,4665,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL APURE,EDUCACIÓN INTEGRAL,activa,4669,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL APURE,EDUCACIÓN INTEGRAL (TÉCNICA),activa,4664,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL APURE,EDUCACIÓN MENCIÓN MATEMÁTICA,activa,4662,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL APURE,EDUCACIÓN PREESCOLAR,activa,4663,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL APURE,EDUCACIÓN. ESPECIALIDAD: EDUCACIÓN ESPECIAL EN DIFICULTADES DEL APRENDIZAJE,activa,4668,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL APURE,INGENIERÍA DE SISTEMAS,activa,4660,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL APURE,INGENIERÍA INDUSTRIAL,activa,4661,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL APURE,MATEMÁTICA,activa,4659,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL ARAGUA,ADMINISTRACIÓN DE EMPRESAS,activa,2475,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL ARAGUA,ADMINISTRACIÓN DE EMPRESAS: RIESGOS Y SEGUROS,activa,2476,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL ARAGUA,CONTADURÍA PÚBLICA,activa,2474,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL ARAGUA,EDUCACIÓN INTEGRAL,activa,2469,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL ARAGUA,EDUCACIÓN INTEGRAL (TÉCNICA),activa,2473,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL ARAGUA,EDUCACIÓN MENCIÓN MATEMÁTICA,activa,2470,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL ARAGUA,EDUCACIÓN PREESCOLAR,activa,2471,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL ARAGUA,EDUCACIÓN. ESPECIALIDAD: EDUCACIÓN ESPECIAL EN DIFICULTADES DEL APRENDIZAJE,activa,2472,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL ARAGUA,INGENIERÍA DE SISTEMAS,activa,2466,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL ARAGUA,INGENIERÍA INDUSTRIAL,activa,2467,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL ARAGUA,MATEMÁTICA,activa,2465,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL BARINAS,ADMINISTRACIÓN DE EMPRESAS,activa,3468,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL BARINAS,ADMINISTRACIÓN DE EMPRESAS: RIESGOS Y SEGUROS,activa,3469,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL BARINAS,CONTADURÍA PÚBLICA,activa,3467,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL BARINAS,EDUCACIÓN INTEGRAL,activa,3471,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL BARINAS,EDUCACIÓN INTEGRAL (TÉCNICA),activa,3466,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL BARINAS,EDUCACIÓN MENCIÓN MATEMÁTICA,activa,3463,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL BARINAS,EDUCACIÓN PREESCOLAR,activa,3465,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL BARINAS,EDUCACIÓN. ESPECIALIDAD: EDUCACIÓN ESPECIAL EN DIFICULTADES DEL APRENDIZAJE,activa,3470,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL BARINAS,INGENIERÍA DE SISTEMAS,activa,3461,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL BARINAS,INGENIERÍA INDUSTRIAL,activa,3462,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL BARINAS,MATEMÁTICA,activa,3460,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL BOLÍVAR,ADMINISTRACIÓN DE EMPRESAS,activa,4518,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL BOLÍVAR,ADMINISTRACIÓN DE EMPRESAS: RIESGOS Y SEGUROS,activa,4519,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL BOLÍVAR,CONTADURÍA PÚBLICA,activa,4517,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL BOLÍVAR,EDUCACIÓN INTEGRAL,activa,4520,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL BOLÍVAR,EDUCACIÓN INTEGRAL (TÉCNICA),activa,4516,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL BOLÍVAR,EDUCACIÓN MENCIÓN MATEMÁTICA,activa,4514,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL BOLÍVAR,EDUCACIÓN PREESCOLAR,activa,4515,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL BOLÍVAR,EDUCACIÓN. ESPECIALIDAD: EDUCACIÓN ESPECIAL EN DIFICULTADES DEL APRENDIZAJE,activa,4510,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL BOLÍVAR,INGENIERÍA DE SISTEMAS,activa,4512,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL BOLÍVAR,INGENIERÍA INDUSTRIAL,activa,4513,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL BOLÍVAR,MATEMÁTICA,activa,4511,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL CARABOBO,ADMINISTRACIÓN DE EMPRESAS,activa,2450,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL CARABOBO,ADMINISTRACIÓN DE EMPRESAS: RIESGOS Y SEGUROS,activa,2451,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL CARABOBO,CONTADURÍA PÚBLICA,activa,2449,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL CARABOBO,EDUCACIÓN INTEGRAL,activa,2453,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL CARABOBO,EDUCACIÓN INTEGRAL (TÉCNICA),activa,2448,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL CARABOBO,EDUCACIÓN MENCIÓN MATEMÁTICA,activa,2446,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL CARABOBO,EDUCACIÓN PREESCOLAR,activa,2447,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL CARABOBO,EDUCACIÓN. ESPECIALIDAD: EDUCACIÓN ESPECIAL EN DIFICULTADES DEL APRENDIZAJE,activa,2452,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL CARABOBO,INGENIERÍA DE SISTEMAS,activa,2444,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL CARABOBO,INGENIERÍA INDUSTRIAL,activa,2445,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL CARABOBO,MATEMÁTICA,activa,2443,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL COJEDES,ADMINISTRACIÓN DE EMPRESAS,activa,2461,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL COJEDES,ADMINISTRACIÓN DE EMPRESAS: RIESGOS Y SEGUROS,activa,2462,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL COJEDES,CONTADURÍA PÚBLICA,activa,2460,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL COJEDES,EDUCACIÓN INTEGRAL,activa,2464,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL COJEDES,EDUCACIÓN INTEGRAL (TÉCNICA),activa,2459,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL COJEDES,EDUCACIÓN MENCIÓN MATEMÁTICA,activa,2457,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL COJEDES,EDUCACIÓN PREESCOLAR,activa,2458,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL COJEDES,EDUCACIÓN. ESPECIALIDAD: EDUCACIÓN ESPECIAL EN DIFICULTADES DEL APRENDIZAJE,activa,2463,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL COJEDES,INGENIERÍA DE SISTEMAS,activa,2455,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL COJEDES,INGENIERÍA INDUSTRIAL,activa,2456,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL COJEDES,MATEMÁTICA,activa,2454,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL DELTA AMACURO,ADMINISTRACIÓN DE EMPRESAS,activa,373,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL DELTA AMACURO,ADMINISTRACIÓN DE EMPRESAS: RIESGOS Y SEGUROS,activa,4497,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL DELTA AMACURO,CONTADURÍA PÚBLICA,activa,4496,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL DELTA AMACURO,EDUCACIÓN INTEGRAL,activa,4498,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL DELTA AMACURO,EDUCACIÓN INTEGRAL (TÉCNICA),activa,4495,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL DELTA AMACURO,EDUCACIÓN MENCIÓN MATEMÁTICA,activa,4493,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL DELTA AMACURO,EDUCACIÓN PREESCOLAR,activa,4494,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL DELTA AMACURO,EDUCACIÓN. ESPECIALIDAD: EDUCACIÓN ESPECIAL EN DIFICULTADES DEL APRENDIZAJE,activa,4489,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL DELTA AMACURO,INGENIERÍA DE SISTEMAS,activa,4491,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL DELTA AMACURO,INGENIERÍA INDUSTRIAL,activa,4492,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL DELTA AMACURO,MATEMÁTICA,activa,4490,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL FALCÓN,ADMINISTRACIÓN DE EMPRESAS,activa,5033,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL FALCÓN,ADMINISTRACIÓN DE EMPRESAS: RIESGOS Y SEGUROS,activa,5034,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL FALCÓN,CONTADURÍA PÚBLICA,activa,5032,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL FALCÓN,EDUCACIÓN INTEGRAL,activa,5035,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL FALCÓN,EDUCACIÓN INTEGRAL (TÉCNICA),activa,5031,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL FALCÓN,EDUCACIÓN MENCIÓN MATEMÁTICA,activa,5029,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL FALCÓN,EDUCACIÓN PREESCOLAR,activa,5030,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL FALCÓN,EDUCACIÓN. ESPECIALIDAD: EDUCACIÓN ESPECIAL EN DIFICULTADES DEL APRENDIZAJE,activa,5025,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL FALCÓN,INGENIERÍA DE SISTEMAS,activa,5027,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL FALCÓN,INGENIERÍA INDUSTRIAL,activa,5028,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL FALCÓN,MATEMÁTICA,activa,5026,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL GUÁRICO,ADMINISTRACIÓN DE EMPRESAS,activa,4623,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL GUÁRICO,ADMINISTRACIÓN DE EMPRESAS: RIESGOS Y SEGUROS,activa,4624,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL GUÁRICO,CONTADURÍA PÚBLICA,activa,4622,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL GUÁRICO,EDUCACIÓN INTEGRAL,activa,4625,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL GUÁRICO,EDUCACIÓN INTEGRAL (TÉCNICA),activa,4621,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL GUÁRICO,EDUCACIÓN MENCIÓN MATEMÁTICA,activa,4619,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL GUÁRICO,EDUCACIÓN PREESCOLAR,activa,4620,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL GUÁRICO,EDUCACIÓN. ESPECIALIDAD: EDUCACIÓN ESPECIAL EN DIFICULTADES DEL APRENDIZAJE,activa,4616,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL GUÁRICO,INGENIERÍA DE SISTEMAS,activa,4618,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL GUÁRICO,INGENIERÍA INDUSTRIAL,activa,4610,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL GUÁRICO,MATEMÁTICA,activa,4617,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL LARA,ADMINISTRACIÓN DE EMPRESAS,activa,5087,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL LARA,ADMINISTRACIÓN DE EMPRESAS: RIESGOS Y SEGUROS,activa,5088,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL LARA,CONTADURÍA PÚBLICA,activa,5086,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL LARA,EDUCACIÓN INTEGRAL,activa,5090,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL LARA,EDUCACIÓN INTEGRAL (TÉCNICA),activa,5085,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL LARA,EDUCACIÓN MENCIÓN MATEMÁTICA,activa,5083,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL LARA,EDUCACIÓN PREESCOLAR,activa,5084,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL LARA,EDUCACIÓN. ESPECIALIDAD: EDUCACIÓN ESPECIAL EN DIFICULTADES DEL APRENDIZAJE,activa,5089,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL LARA,INGENIERÍA DE SISTEMAS,activa,5081,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL LARA,INGENIERÍA INDUSTRIAL,activa,5082,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL LARA,MATEMÁTICA,activa,5080,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL METROPOLITANO,ADMINISTRACIÓN DE EMPRESAS,activa,4339,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL METROPOLITANO,ADMINISTRACIÓN DE EMPRESAS: RIESGOS Y SEGUROS,activa,4340,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL METROPOLITANO,CONTADURÍA PÚBLICA,activa,4338,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL METROPOLITANO,EDUCACIÓN INTEGRAL,activa,4342,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL METROPOLITANO,EDUCACIÓN INTEGRAL (TÉCNICA),activa,4336,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL METROPOLITANO,EDUCACIÓN MENCIÓN MATEMÁTICA,activa,4334,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL METROPOLITANO,EDUCACIÓN PREESCOLAR,activa,4343,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL METROPOLITANO,EDUCACIÓN. ESPECIALIDAD: EDUCACIÓN ESPECIAL EN DIFICULTADES DEL APRENDIZAJE,activa,4341,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL METROPOLITANO,INGENIERÍA DE SISTEMAS,activa,4332,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL METROPOLITANO,INGENIERÍA INDUSTRIAL,activa,4333,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL METROPOLITANO,MATEMÁTICA,activa,4331,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL MONAGAS,ADMINISTRACIÓN DE EMPRESAS,activa,3008,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL MONAGAS,ADMINISTRACIÓN DE EMPRESAS: RIESGOS Y SEGUROS,activa,3092,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL MONAGAS,CONTADURÍA PÚBLICA,activa,3091,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL MONAGAS,EDUCACIÓN INTEGRAL,activa,3093,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL MONAGAS,EDUCACIÓN INTEGRAL (TÉCNICA),activa,3090,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL MONAGAS,EDUCACIÓN MENCIÓN MATEMÁTICA,activa,3088,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL MONAGAS,EDUCACIÓN PREESCOLAR,activa,3089,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL MONAGAS,EDUCACIÓN. ESPECIALIDAD: EDUCACIÓN ESPECIAL EN DIFICULTADES DEL APRENDIZAJE,activa,3084,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL MONAGAS,INGENIERÍA DE SISTEMAS,activa,3086,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL MONAGAS,INGENIERÍA INDUSTRIAL,activa,3087,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL MONAGAS,MATEMÁTICA,activa,3085,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL MÉRIDA,ADMINISTRACIÓN DE EMPRESAS,activa,3525,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL MÉRIDA,ADMINISTRACIÓN DE EMPRESAS: RIESGOS Y SEGUROS,activa,3526,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL MÉRIDA,CONTADURÍA PÚBLICA,activa,3524,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL MÉRIDA,EDUCACIÓN INTEGRAL,activa,3528,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL MÉRIDA,EDUCACIÓN INTEGRAL (TÉCNICA),activa,3523,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL MÉRIDA,EDUCACIÓN MENCIÓN MATEMÁTICA,activa,3521,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL MÉRIDA,EDUCACIÓN PREESCOLAR,activa,3520,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL MÉRIDA,EDUCACIÓN. ESPECIALIDAD: EDUCACIÓN ESPECIAL EN DIFICULTADES DEL APRENDIZAJE,activa,3527,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL MÉRIDA,INGENIERÍA DE SISTEMAS,activa,3518,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL MÉRIDA,INGENIERÍA INDUSTRIAL,activa,3519,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL MÉRIDA,MATEMÁTICA,activa,3517,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL NUEVA ESPARTA,ADMINISTRACIÓN DE EMPRESAS,activa,3048,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL NUEVA ESPARTA,ADMINISTRACIÓN DE EMPRESAS: RIESGOS Y SEGUROS,activa,3049,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL NUEVA ESPARTA,CONTADURÍA PÚBLICA,activa,3047,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL NUEVA ESPARTA,EDUCACIÓN INTEGRAL,activa,3050,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL NUEVA ESPARTA,EDUCACIÓN INTEGRAL (TÉCNICA),activa,3046,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL NUEVA ESPARTA,EDUCACIÓN MENCIÓN MATEMÁTICA,activa,3044,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL NUEVA ESPARTA,EDUCACIÓN PREESCOLAR,activa,3045,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL NUEVA ESPARTA,EDUCACIÓN. ESPECIALIDAD: EDUCACIÓN ESPECIAL EN DIFICULTADES DEL APRENDIZAJE,activa,315,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL NUEVA ESPARTA,INGENIERÍA DE SISTEMAS,activa,3042,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL NUEVA ESPARTA,INGENIERÍA INDUSTRIAL,activa,3043,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL NUEVA ESPARTA,MATEMÁTICA,activa,3041,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL PORTUGUESA,ADMINISTRACIÓN DE EMPRESAS,activa,5058,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL PORTUGUESA,ADMINISTRACIÓN DE EMPRESAS: RIESGOS Y SEGUROS,activa,5066,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL PORTUGUESA,CONTADURÍA PÚBLICA,activa,5065,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL PORTUGUESA,EDUCACIÓN INTEGRAL,activa,5068,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL PORTUGUESA,EDUCACIÓN INTEGRAL (TÉCNICA),activa,5064,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL PORTUGUESA,EDUCACIÓN MENCIÓN MATEMÁTICA,activa,5062,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL PORTUGUESA,EDUCACIÓN PREESCOLAR,activa,5063,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL PORTUGUESA,EDUCACIÓN. ESPECIALIDAD: EDUCACIÓN ESPECIAL EN DIFICULTADES DEL APRENDIZAJE,activa,5067,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL PORTUGUESA,INGENIERÍA DE SISTEMAS,activa,5060,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL PORTUGUESA,INGENIERÍA INDUSTRIAL,activa,5061,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL PORTUGUESA,MATEMÁTICA,activa,5059,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL PUERTO AYACUCHO. AMAZONAS,ADMINISTRACIÓN DE EMPRESAS,activa,4486,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL PUERTO AYACUCHO. AMAZONAS,ADMINISTRACIÓN DE EMPRESAS: RIESGOS Y SEGUROS,activa,4487,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL PUERTO AYACUCHO. AMAZONAS,CONTADURÍA PÚBLICA,activa,4485,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL PUERTO AYACUCHO. AMAZONAS,EDUCACIÓN INTEGRAL,activa,4488,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL PUERTO AYACUCHO. AMAZONAS,EDUCACIÓN INTEGRAL (TÉCNICA),activa,4484,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL PUERTO AYACUCHO. AMAZONAS,EDUCACIÓN MENCIÓN MATEMÁTICA,activa,4482,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL PUERTO AYACUCHO. AMAZONAS,EDUCACIÓN PREESCOLAR,activa,4483,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL PUERTO AYACUCHO. AMAZONAS,EDUCACIÓN. ESPECIALIDAD: EDUCACIÓN ESPECIAL EN DIFICULTADES DEL APRENDIZAJE,activa,4471,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL PUERTO AYACUCHO. AMAZONAS,INGENIERÍA DE SISTEMAS,activa,4480,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL PUERTO AYACUCHO. AMAZONAS,INGENIERÍA INDUSTRIAL,activa,4481,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL PUERTO AYACUCHO. AMAZONAS,MATEMÁTICA,activa,4479,
UNIVERSIDAD NACIONAL ABIERTA,CENTRO LOCAL SAN CRISTÓBAL,ADMINISTRACIÓN DE EMPRESAS,activa,3502,
